DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2024/1/1 0:00,7471,1312,9492,0,0,0,624,0,154,609,0,-4720
2024/1/1 1:00,7515,1334,8988,0,0,0,637,0,153,611,0,-4208
2024/1/1 2:00,7659,1343,8872,0,0,0,676,0,152,609,0,-3993
2024/1/1 3:00,7857,1412,9069,0,0,0,741,0,153,602,0,-4120
2024/1/1 4:00,7991,1458,9106,0,0,0,940,0,153,599,0,-4265
2024/1/1 5:00,7974,1496,9051,0,0,0,1053,0,153,602,0,-4381
2024/1/1 6:00,7796,1502,9749,0,1,0,896,0,153,601,0,-5106
2024/1/1 7:00,7660,1502,9327,0,254,0,649,0,153,595,0,-4820
2024/1/1 8:00,7710,1515,7712,0,1147,0,444,0,153,593,0,-3854
2024/1/1 9:00,7624,1448,6371,0,2325,0,323,0,153,588,0,-3584
2024/1/1 10:00,7453,1432,5544,0,3418,0,344,0,152,576,-32,-3981
2024/1/1 11:00,7312,1426,4904,0,3996,0,348,0,152,580,-222,-3872
2024/1/1 12:00,7166,1406,4765,0,3971,0,414,0,153,592,-431,-3704
2024/1/1 13:00,6997,1384,5355,0,3037,0,450,0,154,611,-327,-3667
2024/1/1 14:00,7018,1374,6117,0,1971,0,477,0,151,579,0,-3651
2024/1/1 15:00,7246,1400,7602,0,515,0,431,0,154,599,0,-3455
2024/1/1 16:00,7778,1444,9418,0,13,0,408,0,152,588,0,-4245
2024/1/1 17:00,8435,1431,10497,0,0,0,346,0,153,587,140,-4719
2024/1/1 18:00,8454,1423,10551,0,0,0,285,0,153,587,142,-4687
2024/1/1 19:00,8432,1427,10793,0,0,0,253,0,153,587,145,-4926
2024/1/1 20:00,8370,1361,10567,0,0,0,258,0,152,586,143,-4697
2024/1/1 21:00,8206,1349,10631,0,0,0,223,0,152,586,73,-4808
2024/1/1 22:00,7899,1305,10136,0,0,0,263,0,152,588,0,-4545
2024/1/1 23:00,7955,1296,10004,0,0,0,250,0,153,580,0,-4328
2024/1/2 0:00,7749,1336,9902,0,0,0,283,0,153,566,0,-4491
2024/1/2 1:00,7878,1329,9949,0,0,0,267,0,153,567,0,-4387
2024/1/2 2:00,8124,1326,9963,0,0,0,324,0,151,565,0,-4205
2024/1/2 3:00,8288,1317,10026,0,0,0,388,0,153,563,0,-4159
2024/1/2 4:00,8402,1375,10201,0,0,0,419,0,153,564,0,-4310
2024/1/2 5:00,8452,1379,10129,0,0,0,443,0,153,563,0,-4215
2024/1/2 6:00,8462,1376,10121,0,1,0,439,0,153,562,0,-4190
2024/1/2 7:00,8525,1367,9508,0,334,0,465,0,152,553,0,-3854
2024/1/2 8:00,8718,1316,9371,0,1398,0,410,0,151,537,0,-4465
2024/1/2 9:00,8576,1259,8132,0,2336,0,449,0,151,542,0,-4293
2024/1/2 10:00,8163,1198,7089,0,3336,0,514,0,151,553,0,-4678
2024/1/2 11:00,7877,1204,7066,0,3193,0,564,0,153,582,-104,-4781
2024/1/2 12:00,7693,1199,7479,0,2636,0,519,0,151,589,-433,-4447
2024/1/2 13:00,7562,1182,7577,0,1963,0,450,0,152,581,-110,-4233
2024/1/2 14:00,7460,1181,7123,0,1208,0,503,0,151,575,0,-3281
2024/1/2 15:00,7554,1260,8064,0,304,0,526,0,153,600,0,-3353
2024/1/2 16:00,8218,1301,9678,0,8,0,688,0,152,598,0,-4207
2024/1/2 17:00,8724,1302,10298,0,0,0,848,0,153,599,139,-4615
2024/1/2 18:00,8738,1311,10391,0,0,0,998,0,153,599,142,-4856
2024/1/2 19:00,8710,1309,10407,0,0,0,1178,0,153,599,143,-5079
2024/1/2 20:00,8577,1298,10347,0,0,0,1228,0,153,599,0,-5048
2024/1/2 21:00,8278,1245,10070,0,0,0,1133,0,152,598,0,-4920
2024/1/2 22:00,7893,1233,9748,0,0,0,1045,0,153,597,0,-4883
2024/1/2 23:00,7807,1208,9354,0,0,0,994,0,153,593,0,-4495
2024/1/3 0:00,7465,1209,9009,0,0,0,899,0,152,593,0,-4397
2024/1/3 1:00,7550,1209,8661,0,0,0,893,0,152,594,0,-3959
2024/1/3 2:00,7761,1210,8892,0,0,0,752,0,152,595,0,-3840
2024/1/3 3:00,7917,1213,8998,0,0,0,645,0,152,589,0,-3680
2024/1/3 4:00,8028,1205,9345,0,0,0,446,0,153,588,0,-3709
2024/1/3 5:00,7984,1258,9278,0,0,0,350,0,152,588,0,-3642
2024/1/3 6:00,7893,1350,9199,0,0,0,303,0,151,589,0,-3699
2024/1/3 7:00,7954,1347,9212,0,156,0,239,0,152,587,0,-3739
2024/1/3 8:00,8268,1340,9025,0,837,0,151,0,151,567,0,-3803
2024/1/3 9:00,8379,1298,8275,0,1600,0,67,0,151,569,0,-3581
2024/1/3 10:00,8086,1292,7885,0,2144,0,26,0,152,575,0,-3988
2024/1/3 11:00,7891,1311,8103,0,2342,0,13,0,154,601,0,-4633
2024/1/3 12:00,7837,1298,9117,0,1740,0,8,0,154,586,0,-5066
2024/1/3 13:00,7744,1295,9370,0,1264,0,7,0,152,572,0,-4916
2024/1/3 14:00,7672,1310,9144,0,667,0,10,0,152,587,0,-4198
2024/1/3 15:00,7819,1317,9842,0,206,0,28,0,154,596,0,-4324
2024/1/3 16:00,8378,1317,10514,0,6,0,66,0,153,592,0,-4270
2024/1/3 17:00,8831,1306,11185,0,0,0,104,0,153,595,0,-4512
2024/1/3 18:00,8801,1307,11430,0,0,0,77,0,153,594,0,-4760
2024/1/3 19:00,8654,1306,11021,0,0,0,89,0,152,595,0,-4509
2024/1/3 20:00,8461,1291,10489,0,0,0,107,0,152,598,0,-4176
2024/1/3 21:00,8139,1289,10234,0,0,0,119,0,153,596,0,-4252
2024/1/3 22:00,7662,1286,10016,0,0,0,180,0,152,598,0,-4570
2024/1/3 23:00,7531,1281,9545,0,0,0,247,0,152,598,0,-4292
2024/1/4 0:00,7236,1285,9162,0,0,0,259,0,153,593,0,-4216
2024/1/4 1:00,7396,1284,8883,0,0,0,194,0,153,595,0,-3713
2024/1/4 2:00,7658,1287,9150,0,0,0,181,0,153,597,0,-3710
2024/1/4 3:00,7887,1293,9208,0,0,0,208,0,153,595,0,-3570
2024/1/4 4:00,8095,1301,9409,0,0,0,225,0,153,592,0,-3585
2024/1/4 5:00,8242,1315,9785,0,0,0,291,0,153,590,0,-3892
2024/1/4 6:00,8462,1321,10186,0,0,0,340,0,153,593,0,-4131
2024/1/4 7:00,8722,1392,10883,0,122,0,296,0,153,592,0,-4716
2024/1/4 8:00,9304,1359,11121,0,888,0,263,0,153,586,0,-5066
2024/1/4 9:00,9292,1387,9765,0,2192,0,229,0,154,601,0,-5036
2024/1/4 10:00,9018,1403,7651,0,3747,0,226,0,152,604,-15,-4750
2024/1/4 11:00,8801,1426,6601,0,4317,0,228,0,154,622,-399,-4148
2024/1/4 12:00,8504,1432,6166,0,4220,0,225,0,156,638,-436,-3897
2024/1/4 13:00,8425,1429,6707,0,3661,0,227,0,154,609,-328,-4034
2024/1/4 14:00,8359,1427,7983,0,2422,0,210,0,153,600,0,-4436
2024/1/4 15:00,8463,1482,9256,0,698,0,189,0,155,619,0,-3936
2024/1/4 16:00,9191,1543,10998,0,20,0,197,0,153,591,0,-4311
2024/1/4 17:00,9669,1602,11831,0,0,0,252,0,153,590,209,-4968
2024/1/4 18:00,9678,1617,11877,0,0,0,199,0,153,591,284,-5043
2024/1/4 19:00,9517,1619,11586,0,0,0,232,0,153,592,284,-4949
2024/1/4 20:00,9269,1661,11481,0,0,0,282,0,153,602,144,-5054
2024/1/4 21:00,8838,1652,11071,0,0,0,238,0,153,603,0,-4879
2024/1/4 22:00,8298,1636,10471,0,0,0,224,0,154,599,0,-4786
2024/1/4 23:00,8190,1565,10206,0,0,0,274,0,154,603,0,-4612
2024/1/5 0:00,7974,1511,9946,0,0,0,335,0,154,603,0,-4575
2024/1/5 1:00,8152,1505,9832,0,0,0,320,0,154,604,0,-4263
2024/1/5 2:00,8409,1498,9879,0,0,0,293,0,154,604,0,-4019
2024/1/5 3:00,8624,1495,9934,0,0,0,281,0,153,603,0,-3842
2024/1/5 4:00,8824,1533,9943,0,0,0,350,0,153,605,0,-3760
2024/1/5 5:00,9197,1538,10171,0,0,0,454,0,153,604,0,-3723
2024/1/5 6:00,9655,1542,11055,0,2,0,475,0,153,597,0,-4169
2024/1/5 7:00,9938,1560,11225,0,380,0,625,0,151,583,0,-4586
2024/1/5 8:00,10577,1570,10669,0,1827,0,833,0,151,567,0,-5040
2024/1/5 9:00,10556,1573,8945,0,3500,0,896,0,153,594,0,-5105
2024/1/5 10:00,10063,1587,8337,0,4414,0,935,0,157,620,0,-5987
2024/1/5 11:00,9756,1531,7293,0,4709,0,1011,0,158,633,0,-5579
2024/1/5 12:00,9281,1536,6782,0,4216,0,1154,0,159,652,0,-5218
2024/1/5 13:00,9403,1543,7942,0,3401,0,1339,0,158,633,0,-5613
2024/1/5 14:00,9367,1531,8609,0,2131,0,1451,0,157,622,0,-5134
2024/1/5 15:00,9455,1551,10065,0,581,0,1371,0,157,621,0,-4891
2024/1/5 16:00,10035,1624,11306,0,19,0,1384,0,157,598,0,-5053
2024/1/5 17:00,10088,1627,11777,0,0,0,1228,0,157,596,0,-5297
2024/1/5 18:00,9914,1638,12177,0,0,0,1027,0,157,595,0,-5680
2024/1/5 19:00,9547,1639,11749,0,0,0,753,0,156,593,0,-5343
2024/1/5 20:00,9155,1611,11083,0,0,0,681,0,156,592,0,-4968
2024/1/5 21:00,8686,1513,10351,0,0,0,804,0,156,589,0,-4727
2024/1/5 22:00,8237,1492,9641,0,0,0,1052,0,156,588,0,-4692
2024/1/5 23:00,8010,1428,9594,0,0,0,980,0,155,592,0,-4739
2024/1/6 0:00,7659,1310,9226,0,0,0,1083,0,157,591,0,-4708
2024/1/6 1:00,7766,1312,9050,0,0,0,1044,0,156,590,0,-4386
2024/1/6 2:00,8010,1329,9237,0,0,0,1149,0,157,593,0,-4455
2024/1/6 3:00,8242,1358,9206,0,0,0,1070,0,157,589,0,-4138
2024/1/6 4:00,8381,1425,9191,0,0,0,1073,0,156,586,0,-4050
2024/1/6 5:00,8505,1453,9401,0,0,0,1051,0,157,586,0,-4143
2024/1/6 6:00,8499,1413,10643,0,0,0,838,0,157,584,0,-5136
2024/1/6 7:00,8664,1507,10721,0,263,0,727,0,156,575,0,-5285
2024/1/6 8:00,9302,1528,9868,0,1085,0,697,0,156,569,0,-4601
2024/1/6 9:00,9537,1489,8739,0,1844,0,705,0,156,588,0,-3984
2024/1/6 10:00,9379,1496,8680,0,2280,0,719,0,157,598,0,-4551
2024/1/6 11:00,9405,1473,7929,0,2533,0,700,0,155,559,0,-3944
2024/1/6 12:00,9157,1472,7879,0,2285,0,629,0,155,561,0,-3824
2024/1/6 13:00,9096,1480,7750,0,2012,0,578,0,156,570,0,-3450
2024/1/6 14:00,9110,1514,8875,0,1201,0,532,0,155,571,0,-3738
2024/1/6 15:00,9150,1558,9646,0,380,0,414,0,156,587,0,-3591
2024/1/6 16:00,9619,1645,11065,0,15,0,338,0,157,587,0,-4188
2024/1/6 17:00,9756,1651,11439,0,0,0,270,0,156,585,0,-4345
2024/1/6 18:00,9652,1654,11456,0,0,0,229,0,156,587,0,-4430
2024/1/6 19:00,9420,1643,11628,0,0,0,228,0,156,588,0,-4823
2024/1/6 20:00,9118,1647,11473,0,0,0,279,0,156,586,0,-5023
2024/1/6 21:00,8747,1583,10787,0,0,0,344,0,156,584,0,-4707
2024/1/6 22:00,8319,1558,10001,0,0,0,382,0,155,584,0,-4361
2024/1/6 23:00,8207,1549,9363,0,0,0,359,0,156,583,0,-3803
2024/1/7 0:00,8014,1461,9786,0,0,0,331,0,156,583,0,-4303
2024/1/7 1:00,8175,1463,9505,0,0,0,459,0,156,587,0,-3995
2024/1/7 2:00,8491,1433,9782,0,0,0,610,0,157,592,0,-4083
2024/1/7 3:00,8692,1430,9880,0,0,0,851,0,157,596,0,-4222
2024/1/7 4:00,8862,1504,9995,0,0,0,967,0,157,597,0,-4358
2024/1/7 5:00,9034,1514,10120,0,0,0,1195,0,157,601,0,-4553
2024/1/7 6:00,8947,1523,10314,0,0,0,1294,0,157,601,0,-4942
2024/1/7 7:00,8941,1521,10134,0,279,0,1356,0,157,598,0,-5104
2024/1/7 8:00,9128,1525,9312,0,1084,0,1424,0,159,628,0,-5004
2024/1/7 9:00,9322,1439,8189,0,2260,0,1513,0,158,604,0,-4841
2024/1/7 10:00,9015,1432,7239,0,3042,0,1448,0,158,604,0,-4908
2024/1/7 11:00,8927,1404,6424,0,3605,0,1449,0,156,584,-103,-4592
2024/1/7 12:00,8858,1408,6584,0,3671,0,1409,0,156,593,-221,-4742
2024/1/7 13:00,8715,1414,7331,0,2995,0,1329,0,157,611,-111,-5011
2024/1/7 14:00,8662,1424,8235,0,1927,0,1161,0,156,597,0,-4838
2024/1/7 15:00,9076,1459,10097,0,560,0,1061,0,158,610,0,-4869
2024/1/7 16:00,9746,1531,11943,0,16,0,954,0,157,617,0,-5472
2024/1/7 17:00,10592,1546,12660,0,0,0,910,0,157,640,0,-5321
2024/1/7 18:00,10761,1536,12623,0,0,0,868,0,157,646,140,-5209
2024/1/7 19:00,10572,1524,12348,0,0,0,912,0,156,648,144,-5160
2024/1/7 20:00,10320,1469,12362,0,0,0,923,0,156,649,0,-5239
2024/1/7 21:00,9834,1370,11852,0,0,0,995,0,157,650,0,-5190
2024/1/7 22:00,9398,1274,11307,0,0,0,1156,0,157,651,0,-5147
2024/1/7 23:00,9456,1249,11066,0,0,0,1229,0,157,655,0,-4900
2024/1/8 0:00,9264,1240,10892,0,0,0,1370,0,157,651,0,-5046
2024/1/8 1:00,9405,1259,10702,0,0,0,1437,0,156,650,0,-4799
2024/1/8 2:00,9540,1272,10790,0,0,0,1480,0,157,653,0,-4812
2024/1/8 3:00,9654,1277,10865,0,0,0,1424,0,156,651,0,-4719
2024/1/8 4:00,9841,1328,11185,0,0,0,1407,0,156,648,0,-4883
2024/1/8 5:00,10085,1339,11582,0,0,0,1406,0,156,653,0,-5051
2024/1/8 6:00,10327,1339,12469,0,0,0,1356,0,156,649,0,-5642
2024/1/8 7:00,10467,1330,12089,0,132,0,1330,0,156,643,0,-5213
2024/1/8 8:00,10903,1337,11747,0,759,0,1375,0,157,652,0,-5124
2024/1/8 9:00,11196,1270,11030,0,1474,0,1403,0,158,665,0,-4804
2024/1/8 10:00,10959,1251,10717,0,2043,0,1492,0,160,626,0,-5330
2024/1/8 11:00,10779,1258,10036,0,2321,0,1463,0,160,636,0,-5095
2024/1/8 12:00,10428,1272,9897,0,2235,0,1507,0,163,672,0,-5318
2024/1/8 13:00,10411,1268,10525,0,2050,0,1495,0,162,656,0,-5745
2024/1/8 14:00,10319,1304,10292,0,1332,0,1416,0,160,634,0,-4819
2024/1/8 15:00,10710,1338,11857,0,404,0,1355,0,159,605,0,-5008
2024/1/8 16:00,11270,1509,13681,0,13,0,1224,0,155,578,211,-6101
2024/1/8 17:00,11837,1566,14410,0,0,0,1123,0,156,575,287,-6280
2024/1/8 18:00,11876,1557,14575,0,0,0,1127,0,157,578,73,-6191
2024/1/8 19:00,11558,1539,14375,0,0,0,1099,0,157,579,0,-6191
2024/1/8 20:00,11173,1531,13935,0,0,0,1149,0,157,585,0,-6184
2024/1/8 21:00,10679,1471,13525,0,0,0,1159,0,157,588,0,-6221
2024/1/8 22:00,9903,1414,12218,0,0,0,1082,0,157,585,0,-5553
2024/1/8 23:00,9627,1406,11739,0,0,0,1020,0,157,586,0,-5281
2024/1/9 0:00,9337,1403,11340,0,0,0,1024,0,157,588,0,-5175
2024/1/9 1:00,9473,1410,11358,0,0,0,924,0,157,589,0,-4965
2024/1/9 2:00,9683,1425,11739,0,0,0,869,0,158,590,0,-5098
2024/1/9 3:00,9892,1418,11891,0,0,0,874,0,158,588,0,-5037
2024/1/9 4:00,10132,1468,12538,0,0,0,767,0,158,582,0,-5381
2024/1/9 5:00,10597,1477,13057,0,0,0,542,0,157,581,0,-5217
2024/1/9 6:00,11265,1467,14000,0,0,0,301,0,157,579,0,-5239
2024/1/9 7:00,11519,1535,13927,0,227,0,317,0,157,579,0,-5223
2024/1/9 8:00,12184,1559,14115,0,1132,0,425,0,158,600,207,-6012
2024/1/9 9:00,12265,1480,12565,0,2466,0,527,0,158,599,215,-5745
2024/1/9 10:00,11745,1504,11364,0,3482,0,630,0,160,636,0,-6031
2024/1/9 11:00,11494,1519,10837,0,3724,0,753,0,161,654,0,-6154
2024/1/9 12:00,10899,1524,10744,0,2980,0,968,0,158,648,0,-6123
2024/1/9 13:00,11230,1494,11279,0,2507,0,1030,0,157,583,0,-5820
2024/1/9 14:00,11330,1536,11521,0,1644,0,1038,0,153,578,0,-5140
2024/1/9 15:00,11433,1589,12624,0,531,0,1034,0,157,580,0,-5082
2024/1/9 16:00,11801,1634,13936,0,20,0,1065,0,156,579,0,-5589
2024/1/9 17:00,11730,1640,13945,0,0,0,1083,0,156,577,0,-5671
2024/1/9 18:00,11596,1650,13767,0,0,0,1153,0,157,586,0,-5717
2024/1/9 19:00,11120,1649,13141,0,0,0,1215,0,157,590,0,-5632
2024/1/9 20:00,10750,1629,12708,0,0,0,1316,0,157,590,0,-5650
2024/1/9 21:00,10241,1568,12282,0,0,0,1280,0,157,585,0,-5631
2024/1/9 22:00,9600,1537,11192,0,0,0,1233,0,156,583,0,-5101
2024/1/9 23:00,9348,1537,10989,0,0,0,1187,0,157,584,0,-5106
2024/1/10 0:00,9086,1565,10846,0,0,0,1118,0,157,585,0,-5185
2024/1/10 1:00,9204,1571,10877,0,0,0,1148,0,156,586,0,-5134
2024/1/10 2:00,9513,1561,10996,0,0,0,1143,0,157,586,0,-4930
2024/1/10 3:00,9764,1578,11372,0,0,0,1216,0,157,586,0,-5145
2024/1/10 4:00,9975,1632,11823,0,0,0,1251,0,157,587,0,-5475
2024/1/10 5:00,10356,1633,12184,0,0,0,1322,0,156,585,0,-5524
2024/1/10 6:00,10936,1633,12598,0,1,0,1399,0,156,585,0,-5436
2024/1/10 7:00,11280,1642,12560,0,321,0,1467,0,156,575,0,-5441
2024/1/10 8:00,12127,1640,12867,0,1312,0,1518,0,155,566,0,-5931
2024/1/10 9:00,12262,1571,11779,0,2306,0,1470,0,159,611,0,-5634
2024/1/10 10:00,12128,1480,10814,0,3166,0,1492,0,161,609,0,-5594
2024/1/10 11:00,11931,1463,10458,0,3406,0,1502,0,162,631,0,-5691
2024/1/10 12:00,11352,1458,10173,0,3108,0,1509,0,164,659,0,-5719
2024/1/10 13:00,11630,1459,11364,0,2425,0,1417,0,164,655,0,-5854
2024/1/10 14:00,11647,1542,12144,0,1627,0,1402,0,162,628,0,-5858
2024/1/10 15:00,11844,1554,13325,0,568,0,1319,0,161,637,0,-5720
2024/1/10 16:00,12409,1620,14500,0,23,0,1287,0,160,642,71,-5894
2024/1/10 17:00,12493,1616,14698,0,0,0,1215,0,160,644,145,-5985
2024/1/10 18:00,12328,1612,14721,0,0,0,1033,0,158,642,143,-5981
2024/1/10 19:00,11899,1601,14320,0,0,0,987,0,159,642,71,-5881
2024/1/10 20:00,11512,1562,13897,0,0,0,841,0,159,642,0,-5589
2024/1/10 21:00,11010,1496,13878,0,0,0,680,0,159,634,0,-5837
2024/1/10 22:00,10312,1462,12777,0,0,0,522,0,159,634,0,-5242
2024/1/10 23:00,10114,1457,12613,0,0,0,363,0,158,635,0,-5112
2024/1/11 0:00,9869,1456,12519,0,0,0,319,0,159,637,0,-5221
2024/1/11 1:00,9985,1455,12326,0,0,0,313,0,158,636,0,-4903
2024/1/11 2:00,10205,1456,12508,0,0,0,309,0,159,639,0,-4866
2024/1/11 3:00,10319,1475,12681,0,0,0,306,0,158,638,0,-4939
2024/1/11 4:00,10568,1536,13261,0,0,0,262,0,158,637,0,-5286
2024/1/11 5:00,11009,1539,14136,0,0,0,196,0,158,638,0,-5658
2024/1/11 6:00,11721,1535,14764,0,1,0,186,0,156,638,140,-5699
2024/1/11 7:00,12011,1540,14653,0,304,0,186,0,153,636,282,-5743
2024/1/11 8:00,12670,1543,14906,0,1194,0,175,0,148,657,219,-6172
2024/1/11 9:00,12878,1479,14165,0,2268,0,100,0,149,686,72,-6041
2024/1/11 10:00,12291,1372,12663,0,3239,0,49,0,142,708,0,-5882
2024/1/11 11:00,11968,1360,11937,0,4024,0,37,0,132,676,-217,-5981
2024/1/11 12:00,11183,1376,10854,0,4409,0,32,0,133,686,-222,-6085
2024/1/11 13:00,11319,1367,11305,0,4080,0,23,0,142,663,-223,-6038
2024/1/11 14:00,11089,1487,11610,0,2837,0,30,0,143,676,0,-5694
2024/1/11 15:00,11210,1550,13421,0,1011,0,45,0,145,669,0,-5631
2024/1/11 16:00,11902,1565,15027,0,42,0,83,0,149,639,0,-5603
2024/1/11 17:00,12363,1569,15244,0,0,0,134,0,153,631,142,-5510
2024/1/11 18:00,12402,1580,15210,0,0,0,233,0,156,634,144,-5555
2024/1/11 19:00,12024,1576,14757,0,0,0,377,0,155,639,143,-5623
2024/1/11 20:00,11675,1551,14289,0,0,0,527,0,157,639,144,-5632
2024/1/11 21:00,11153,1481,13705,0,0,0,687,0,157,641,72,-5590
2024/1/11 22:00,10455,1475,12500,0,0,0,782,0,158,647,0,-5107
2024/1/11 23:00,10268,1470,12096,0,0,0,918,0,157,649,0,-5022
2024/1/12 0:00,9946,1438,11806,0,0,0,968,0,158,646,0,-5070
2024/1/12 1:00,10009,1426,11672,0,0,0,989,0,157,643,0,-4878
2024/1/12 2:00,10176,1427,11929,0,0,0,923,0,158,647,0,-4908
2024/1/12 3:00,10282,1438,12002,0,0,0,867,0,158,648,0,-4831
2024/1/12 4:00,10469,1493,12365,0,0,0,761,0,157,644,0,-4951
2024/1/12 5:00,10870,1497,12893,0,0,0,775,0,157,642,0,-5094
2024/1/12 6:00,11498,1508,13245,0,3,0,1023,0,157,642,0,-5080
2024/1/12 7:00,11726,1528,13069,0,318,0,1039,0,156,630,0,-5014
2024/1/12 8:00,12512,1527,13582,0,1187,0,1129,0,155,614,0,-5682
2024/1/12 9:00,12829,1465,12925,0,2020,0,960,0,153,600,0,-5294
2024/1/12 10:00,12362,1473,11766,0,2564,0,1020,0,156,622,0,-5239
2024/1/12 11:00,12183,1469,11146,0,2971,0,1170,0,156,603,0,-5332
2024/1/12 12:00,11540,1500,10789,0,2646,0,1210,0,152,644,0,-5401
2024/1/12 13:00,11774,1516,11117,0,2188,0,1297,0,159,659,0,-5162
2024/1/12 14:00,11794,1542,11919,0,1351,0,1258,0,153,641,0,-5070
2024/1/12 15:00,11858,1594,13077,0,436,0,1344,0,158,647,0,-5398
2024/1/12 16:00,12308,1617,13888,0,21,0,1446,0,158,645,140,-5607
2024/1/12 17:00,12304,1605,13606,0,0,0,1506,0,158,619,141,-5331
2024/1/12 18:00,12218,1608,13788,0,0,0,1515,0,157,614,143,-5607
2024/1/12 19:00,11757,1591,13391,0,0,0,1556,0,158,616,1,-5556
2024/1/12 20:00,11394,1573,13196,0,0,0,1484,0,157,615,0,-5631
2024/1/12 21:00,10894,1524,12935,0,0,0,1447,0,158,613,0,-5783
2024/1/12 22:00,10345,1476,11799,0,0,0,1380,0,157,614,0,-5081
2024/1/12 23:00,10105,1408,11523,0,0,0,1383,0,157,619,0,-4985
2024/1/13 0:00,9875,1196,11183,0,0,0,1474,0,158,641,0,-4777
2024/1/13 1:00,9887,1131,11213,0,0,0,1466,0,158,651,0,-4732
2024/1/13 2:00,9994,1131,11094,0,0,0,1381,0,158,649,0,-4419
2024/1/13 3:00,10091,1132,11559,0,0,0,1191,0,158,650,0,-4599
2024/1/13 4:00,10174,1150,11671,0,0,0,1054,0,157,651,0,-4509
2024/1/13 5:00,10307,1146,12032,0,0,0,1005,0,158,651,0,-4685
2024/1/13 6:00,10478,1158,12552,0,3,0,969,0,158,656,0,-5018
2024/1/13 7:00,10668,1183,12575,0,258,0,782,0,157,653,0,-4940
2024/1/13 8:00,11182,1169,12397,0,1177,0,583,0,157,649,0,-4950
2024/1/13 9:00,11288,1109,11018,0,1807,0,666,0,159,677,0,-4148
