,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2024/2/24 4:00,9662,4149,5284,609,163,559,0,0,138,0,172,-1412
2024/2/24 5:00,9642,4149,5207,601,163,559,0,0,142,0,241,-1420
2024/2/24 6:00,9538,4144,4954,587,163,559,0,0,143,0,304,-1316
2024/2/24 7:00,9730,4147,5135,579,163,562,181,0,139,0,412,-1588
2024/2/24 8:00,9919,4148,4831,603,163,550,1272,0,137,0,407,-2192
2024/2/24 9:00,9778,4151,3106,506,163,513,3255,0,160,0,-76,-2000
2024/2/24 10:00,9451,4147,2381,445,163,443,4636,0,165,0,-1369,-1560
2024/2/24 11:00,9141,4149,2278,398,160,430,4880,0,150,0,-1534,-1770
2024/2/24 12:00,8881,4149,2113,361,159,426,5461,0,142,0,-2060,-1870
2024/2/24 13:00,8791,4148,2005,354,159,426,5487,0,122,0,-2260,-1650
2024/2/24 14:00,8684,4149,2255,355,159,426,4220,0,109,0,-1017,-1972
2024/2/24 15:00,8866,4145,2654,357,158,427,2765,0,99,0,-15,-1724
2024/2/24 16:00,9242,4149,3612,411,161,474,1070,0,91,0,188,-914
2024/2/24 17:00,9817,4141,4884,544,159,510,225,0,79,0,149,-874
2024/2/24 18:00,10325,4143,5521,811,161,515,3,0,89,0,710,-1628
2024/2/24 19:00,10422,4144,5690,835,158,514,0,0,80,0,889,-1888
2024/2/24 20:00,10113,4147,5803,679,161,517,0,0,83,0,715,-1992
2024/2/24 21:00,9675,4147,5406,552,162,512,0,0,84,0,648,-1836
2024/2/24 22:00,9344,4149,5036,529,162,512,0,0,78,0,478,-1600
2024/2/24 23:00,8993,4148,4993,491,162,513,0,0,74,0,124,-1512
2024/2/25 0:00,8381,4149,4538,381,162,513,0,0,68,0,0,-1430
2024/2/25 1:00,8264,4149,4440,353,162,512,0,0,68,0,0,-1420
2024/2/25 2:00,8626,4146,4725,395,162,512,0,0,70,0,42,-1426
2024/2/25 3:00,9090,4148,4648,537,162,514,0,0,76,0,171,-1166
2024/2/25 4:00,9285,4150,4627,678,162,514,0,0,61,0,247,-1154
2024/2/25 5:00,9079,4146,4314,629,162,513,0,0,61,0,218,-964
2024/2/25 6:00,8748,4146,4394,548,162,513,0,0,68,0,233,-1316
2024/2/25 7:00,8868,4146,4165,478,162,515,52,0,81,0,249,-980
2024/2/25 8:00,9246,4148,4397,455,162,514,519,0,78,0,209,-1236
2024/2/25 9:00,9314,4149,3782,447,162,512,1511,0,71,0,40,-1360
2024/2/25 10:00,8923,4149,2643,376,158,501,3156,0,77,0,-293,-1844
2024/2/25 11:00,8710,4143,2139,363,161,443,4614,0,88,0,-993,-2248
2024/2/25 12:00,8599,4147,2081,360,162,430,5243,0,89,0,-1723,-2190
2024/2/25 13:00,8454,4145,2061,346,161,428,5254,112,96,0,-1893,-2144
2024/2/25 14:00,8099,4147,2109,340,160,428,4796,0,133,0,-1896,-2118
2024/2/25 15:00,8303,4143,2303,348,162,442,3465,0,138,0,-664,-2034
2024/2/25 16:00,8623,4147,3670,376,162,505,1580,0,152,0,113,-2082
2024/2/25 17:00,9380,4143,4936,635,162,517,356,0,183,0,374,-1926
2024/2/25 18:00,10024,4146,5377,839,162,518,6,0,189,0,579,-1792
2024/2/25 19:00,10021,4143,5489,721,162,518,0,0,193,0,647,-1852
2024/2/25 20:00,9722,4147,5306,581,162,517,0,0,195,0,654,-1840
2024/2/25 21:00,9445,4149,5022,520,163,515,0,0,186,0,434,-1544
2024/2/25 22:00,8878,4152,4919,435,163,515,0,0,183,0,123,-1612
2024/2/25 23:00,8440,4146,4752,351,162,516,0,0,177,0,42,-1706
2024/2/26 0:00,7888,4148,4462,326,163,517,0,0,162,0,0,-1890
2024/2/26 1:00,7873,4148,4402,327,163,516,0,0,163,0,0,-1846
2024/2/26 2:00,8351,4149,4644,350,163,515,0,0,162,0,0,-1632
2024/2/26 3:00,8950,4148,5130,426,164,516,0,0,154,0,0,-1588
2024/2/26 4:00,9302,4148,5643,480,163,513,0,0,145,0,0,-1790
2024/2/26 5:00,9574,4148,5593,529,164,515,0,0,149,0,50,-1574
2024/2/26 6:00,10047,4147,6030,622,163,513,2,0,148,0,264,-1842
2024/2/26 7:00,10502,4153,5630,571,163,513,461,0,148,0,435,-1572
2024/2/26 8:00,10738,4145,5340,417,163,508,2154,0,146,0,229,-2364
2024/2/26 9:00,10783,4130,4326,357,163,502,4174,2,147,0,-210,-2806
2024/2/26 10:00,10533,4066,3415,315,162,498,5476,2,152,0,-669,-2882
2024/2/26 11:00,10416,4088,2848,310,162,444,6087,2,157,0,-866,-2814
2024/2/26 12:00,10123,4115,2679,286,162,425,6323,3,154,0,-1349,-2672
2024/2/26 13:00,10332,4137,2953,294,162,423,5851,2,142,0,-970,-2660
2024/2/26 14:00,10293,4149,2922,290,161,432,5413,1,161,0,-629,-2606
2024/2/26 15:00,10178,4143,3674,317,159,491,4264,1,183,0,-529,-2524
2024/2/26 16:00,10498,4148,4882,428,159,508,2556,0,190,0,-171,-2202
2024/2/26 17:00,10824,4143,6194,604,162,510,762,0,186,0,335,-2072
2024/2/26 18:00,11440,4141,6799,811,163,512,13,0,196,0,975,-2170
2024/2/26 19:00,11536,4145,6931,698,164,512,0,0,195,0,869,-1978
2024/2/26 20:00,11176,4146,6960,567,164,513,0,0,196,0,552,-1922
2024/2/26 21:00,10698,4149,6635,521,164,514,0,0,188,0,447,-1920
2024/2/26 22:00,10135,4148,6217,473,164,513,0,0,165,0,381,-1926
2024/2/26 23:00,9561,4149,5906,335,164,513,0,0,169,0,249,-1924
2024/2/27 0:00,8918,4147,5394,307,164,512,0,0,184,0,0,-1790
2024/2/27 1:00,8874,4151,5193,311,164,503,0,0,176,0,0,-1624
2024/2/27 2:00,9275,4147,5443,320,164,504,0,0,169,0,130,-1602
2024/2/27 3:00,9829,4148,5799,370,164,503,0,0,166,0,151,-1472
2024/2/27 4:00,10119,4146,5733,487,165,502,0,0,184,0,198,-1296
2024/2/27 5:00,10408,4149,5681,504,165,504,0,0,205,0,222,-1022
2024/2/27 6:00,10813,4151,6044,672,165,500,2,0,212,0,865,-1798
2024/2/27 7:00,11324,4148,5786,666,164,495,411,0,206,0,1062,-1614
2024/2/27 8:00,11737,4148,5495,410,165,492,2031,0,190,0,532,-1726
2024/2/27 9:00,11773,4149,3755,319,164,485,3749,0,179,0,-73,-954
2024/2/27 10:00,11611,4152,3212,292,163,427,5405,0,164,0,-686,-1518
2024/2/27 11:00,11015,4147,2927,291,163,411,6468,0,153,0,-829,-2716
2024/2/27 12:00,10420,4150,2607,277,163,414,7468,0,146,0,-2101,-2704
2024/2/27 13:00,10624,4153,2660,262,163,413,7608,0,132,0,-2139,-2628
2024/2/27 14:00,10451,4148,2728,278,164,413,7065,0,135,0,-1886,-2594
2024/2/27 15:00,10221,4149,3300,288,164,457,5218,0,133,0,-866,-2622
2024/2/27 16:00,10582,4150,4905,300,164,495,3013,0,132,0,-438,-2139
2024/2/27 17:00,11099,4143,6621,493,164,500,882,0,128,0,247,-2079
2024/2/27 18:00,11819,4145,7302,664,164,499,17,0,143,0,901,-2016
2024/2/27 19:00,11875,4148,7187,652,163,501,0,0,153,0,725,-1654
2024/2/27 20:00,11535,4147,6998,520,163,501,0,0,153,0,661,-1608
2024/2/27 21:00,11099,4148,6565,488,163,500,0,0,138,0,661,-1564
2024/2/27 22:00,10532,4149,6263,370,163,502,0,0,126,0,493,-1534
2024/2/27 23:00,9954,4149,5838,293,163,504,0,0,132,0,257,-1382
2024/2/28 0:00,9355,4148,5717,305,163,506,0,0,128,0,0,-1612
2024/2/28 1:00,9309,4149,5670,316,164,513,0,0,113,0,0,-1616
2024/2/28 2:00,9771,4143,6165,384,163,507,0,0,109,0,0,-1700
2024/2/28 3:00,10275,4148,6686,397,164,512,0,0,116,0,0,-1748
2024/2/28 4:00,10526,4146,6603,498,163,509,0,0,127,0,164,-1684
2024/2/28 5:00,10793,4146,6433,534,163,511,0,0,121,0,193,-1308
2024/2/28 6:00,11387,4146,7044,693,163,510,3,0,120,0,416,-1708
2024/2/28 7:00,11747,4148,6510,569,162,512,711,0,117,0,598,-1580
2024/2/28 8:00,11488,4148,5178,389,162,509,2965,0,103,0,242,-2208
2024/2/28 9:00,11245,4151,3333,313,162,502,5201,0,69,0,-278,-2208
2024/2/28 10:00,10784,4153,2695,327,162,446,6847,0,46,0,-1216,-2676
2024/2/28 11:00,10413,4152,2597,306,162,431,7493,0,30,0,-2124,-2634
2024/2/28 12:00,10195,4152,2553,292,161,435,7238,191,41,0,-2115,-2562
2024/2/28 13:00,10279,4147,3108,293,162,432,6388,22,60,0,-1807,-2504
2024/2/28 14:00,10243,4150,3775,299,162,430,4634,0,77,0,-890,-2394
2024/2/28 15:00,10345,4148,4360,292,162,476,2967,0,87,0,-235,-1912
2024/2/28 16:00,10696,4148,5467,321,162,515,1281,0,76,0,586,-1860
2024/2/28 17:00,11196,4144,7011,534,162,518,265,0,72,0,310,-1820
2024/2/28 18:00,11685,4144,7349,699,162,518,3,0,95,0,479,-1764
2024/2/28 19:00,11648,4144,7366,676,162,519,0,0,80,0,443,-1742
2024/2/28 20:00,11236,4146,7314,535,162,520,0,0,45,0,320,-1806
2024/2/28 21:00,10707,4147,6761,509,162,517,0,0,56,0,55,-1500
2024/2/28 22:00,10152,4147,6265,363,162,521,0,0,70,0,-42,-1334
2024/2/28 23:00,9480,4150,6196,321,162,521,0,0,80,0,-418,-1532
2024/2/29 0:00,8777,4146,6047,312,162,522,0,0,83,0,-881,-1614
2024/2/29 1:00,8674,4148,6034,308,162,524,0,0,88,0,-920,-1670
2024/2/29 2:00,9044,4146,6216,331,162,520,0,0,111,0,-640,-1802
2024/2/29 3:00,9576,4149,5930,341,162,520,0,0,148,0,-30,-1644
2024/2/29 4:00,9847,4146,5872,403,162,521,0,0,142,0,-19,-1380
2024/2/29 5:00,9972,4150,5916,437,162,521,0,0,158,0,-24,-1348
2024/2/29 6:00,10325,4148,6431,423,162,520,0,0,182,0,3,-1544
2024/2/29 7:00,10824,4149,6933,488,162,519,79,0,193,0,5,-1704
2024/2/29 8:00,11518,4149,7128,549,162,519,368,0,222,0,57,-1636
2024/2/29 9:00,12046,4149,6668,508,162,516,858,0,255,0,24,-1094
2024/2/29 10:00,11930,4149,6553,428,159,515,1069,0,263,0,0,-1206
2024/2/29 11:00,11911,4149,6744,400,158,530,1055,0,269,0,0,-1394
2024/2/29 12:00,11440,4147,6347,339,158,564,978,0,257,0,0,-1350
2024/2/29 13:00,11649,4150,7206,394,158,560,782,0,227,0,8,-1836
2024/2/29 14:00,11529,4148,7320,392,157,563,665,0,260,0,0,-1976
2024/2/29 15:00,11459,4152,7419,426,156,562,479,0,284,0,121,-2140
2024/2/29 16:00,11599,4148,7874,424,155,564,250,0,289,0,85,-2190
2024/2/29 17:00,11660,4145,8094,647,155,564,67,0,250,0,222,-2484
2024/2/29 18:00,11832,4146,7466,876,157,562,1,0,259,0,361,-1996
2024/2/29 19:00,11520,4143,6923,798,159,561,0,0,266,0,454,-1784
2024/2/29 20:00,11072,4149,6040,685,159,562,0,0,256,0,457,-1236
2024/2/29 21:00,10481,4149,5843,607,159,565,0,0,266,0,256,-1364
2024/2/29 22:00,9932,4150,5397,513,160,565,0,0,268,0,139,-1260
2024/2/29 23:00,9353,4150,5208,448,162,566,0,0,246,0,13,-1440
2024/3/1 0:00,8792,4152,4942,376,162,567,0,0,241,0,6,-1654
2024/3/1 1:00,8670,4150,4684,372,163,567,0,0,246,0,-32,-1480
2024/3/1 2:00,9052,4150,4942,386,162,564,0,0,265,0,47,-1464
2024/3/1 3:00,9551,4152,5155,458,163,566,0,0,273,0,284,-1500
2024/3/1 4:00,9806,4149,5476,531,163,569,0,0,290,0,390,-1762
2024/3/1 5:00,9967,4153,5551,531,163,568,0,0,279,0,410,-1688
2024/3/1 6:00,10317,4151,5518,604,163,566,2,0,239,0,672,-1598
2024/3/1 7:00,10752,4152,5893,575,163,566,262,0,229,0,610,-1698
2024/3/1 8:00,10961,4150,5443,398,163,555,1416,0,205,0,679,-2048
2024/3/1 9:00,10758,4153,4622,325,158,504,3454,0,216,0,128,-2802
2024/3/1 10:00,10366,4153,3239,318,157,490,5263,0,209,0,-707,-2756
2024/3/1 11:00,10125,4153,2715,326,157,493,6193,302,230,0,-1494,-2648
2024/3/1 12:00,9740,4152,2405,289,160,494,6175,938,273,0,-1674,-2534
2024/3/1 13:00,9935,4154,2382,283,163,491,6505,554,307,0,-1706,-2644
2024/3/1 14:00,9868,4151,2529,284,164,492,6184,385,287,0,-1683,-2540
2024/3/1 15:00,9738,4152,2991,282,164,489,5274,0,294,0,-1430,-2478
2024/3/1 16:00,10142,4152,4239,328,164,533,3200,0,275,0,-349,-2400
2024/3/1 17:00,10735,4153,5695,644,164,563,862,0,291,0,97,-1734
2024/3/1 18:00,11627,4150,6381,933,164,566,10,0,295,0,639,-1510
2024/3/1 19:00,11761,4150,6805,786,164,564,0,0,290,0,888,-1886
2024/3/1 20:00,11543,4151,6700,659,164,562,0,0,280,0,789,-1762
2024/3/1 21:00,11096,4153,6706,610,165,564,0,0,279,0,323,-1704
2024/3/1 22:00,10527,4154,6471,480,165,564,0,0,276,0,91,-1674
2024/3/1 23:00,10018,4155,6247,380,165,564,0,0,261,0,0,-1754
2024/3/2 0:00,9399,4156,5847,336,165,568,0,0,245,0,0,-1918
2024/3/2 1:00,9291,4154,5810,310,165,565,0,0,231,0,0,-1944
2024/3/2 2:00,9700,4154,6290,312,166,564,0,0,218,0,0,-2004
2024/3/2 3:00,10095,4156,6591,383,166,566,0,0,215,0,78,-2060
2024/3/2 4:00,10246,4153,6591,480,166,564,0,0,201,0,189,-2098
2024/3/2 5:00,10282,4154,6508,461,166,568,0,0,197,0,196,-1968
2024/3/2 6:00,10344,4157,6147,560,165,566,0,0,172,0,343,-1766
2024/3/2 7:00,10560,4153,5489,567,165,569,428,0,148,0,599,-1558
2024/3/2 8:00,10606,4156,4174,436,165,568,2283,0,144,0,728,-2048
2024/3/2 9:00,10637,4155,2673,309,165,556,4247,0,148,0,374,-1990
2024/3/2 10:00,10135,4155,2362,292,165,512,5597,0,138,0,-934,-2152
2024/3/2 11:00,10134,4156,2363,285,165,496,6183,743,124,1,-1630,-2008
2024/3/2 12:00,9690,4155,2212,243,165,497,5953,1292,122,1,-1629,-2028
2024/3/2 13:00,9513,4156,2209,246,165,501,5831,1499,118,1,-1669,-2044
2024/3/2 14:00,9229,4155,2179,251,165,499,5678,1232,109,0,-1743,-2064
2024/3/2 15:00,9110,4155,2360,269,165,500,5200,618,76,1,-1599,-2016
2024/3/2 16:00,9359,4151,3321,342,165,540,3630,0,62,0,-836,-2016
2024/3/2 17:00,10235,4151,5500,589,165,568,1078,0,47,0,305,-2168
2024/3/2 18:00,11310,4150,6317,884,165,570,14,0,36,0,1307,-2132
2024/3/2 19:00,11834,4153,6647,840,165,574,0,0,41,0,1566,-2152
2024/3/2 20:00,11728,4153,6744,695,166,574,0,0,27,0,1291,-1922
2024/3/2 21:00,11371,4155,7029,498,165,573,0,0,37,0,674,-1760
2024/3/2 22:00,10874,4155,6852,344,165,572,0,0,45,0,233,-1492
2024/3/2 23:00,10507,4152,6749,306,165,574,0,0,45,0,0,-1484
2024/3/3 0:00,10055,4155,6326,315,165,575,0,0,47,0,0,-1528
2024/3/3 1:00,9971,4152,6413,294,166,573,0,0,49,0,0,-1676
2024/3/3 2:00,10281,4155,6553,291,166,570,0,0,58,0,106,-1618
2024/3/3 3:00,10528,4153,6547,464,165,573,0,0,71,0,295,-1740
2024/3/3 4:00,10546,4154,6462,526,165,572,0,0,84,0,407,-1824
2024/3/3 5:00,10432,4153,6179,499,166,572,0,0,107,0,424,-1668
2024/3/3 6:00,10327,4156,6179,493,166,572,3,0,92,0,422,-1756
2024/3/3 7:00,10266,4154,5789,434,166,572,639,0,63,0,381,-1932
2024/3/3 8:00,10151,4153,4212,329,165,565,2445,0,44,0,186,-1948
2024/3/3 9:00,10048,4157,3080,286,164,517,3991,0,23,0,-202,-1968
2024/3/3 10:00,9725,4155,2435,279,162,499,5104,0,23,0,-814,-2118
2024/3/3 11:00,9529,4157,2450,275,162,498,5334,297,25,0,-1352,-2020
2024/3/3 12:00,9362,4154,2255,252,162,501,5537,375,39,0,-1494,-2044
2024/3/3 13:00,9135,4156,2360,240,162,504,5181,102,53,0,-1573,-1948
2024/3/3 14:00,8756,4153,2427,256,162,504,4514,0,56,0,-1348,-1968
2024/3/3 15:00,8636,4157,2701,254,162,502,3624,0,59,0,-869,-1954
2024/3/3 16:00,8867,4154,3657,286,163,545,2288,0,49,0,-341,-1934
2024/3/3 17:00,9775,4153,5225,482,162,568,803,0,34,0,0,-1652
2024/3/3 18:00,10737,4151,6221,911,163,575,12,0,29,0,537,-1860
2024/3/3 19:00,11021,4152,6604,819,163,572,0,0,34,0,569,-1892
2024/3/3 20:00,10826,4152,6656,629,164,573,0,0,30,0,350,-1728
2024/3/3 21:00,10434,4155,6528,493,164,575,0,0,24,0,165,-1670
2024/3/3 22:00,9875,4156,6265,336,164,574,0,0,18,0,0,-1638
2024/3/3 23:00,9346,4155,5998,279,164,573,0,0,19,0,0,-1842
2024/3/4 0:00,8837,4156,5471,309,163,577,0,0,13,0,0,-1852
2024/3/4 1:00,8826,4155,5608,286,164,576,0,0,5,0,0,-1968
2024/3/4 2:00,9327,4156,6120,306,163,573,0,0,5,0,0,-1996
2024/3/4 3:00,9762,4152,6534,381,164,574,0,0,13,0,0,-2056
2024/3/4 4:00,10053,4158,6633,419,164,571,0,0,12,0,0,-1904
2024/3/4 5:00,10383,4154,6697,458,163,571,0,0,12,0,0,-1672
2024/3/4 6:00,10985,4154,6908,750,163,570,4,0,14,0,234,-1812
2024/3/4 7:00,11300,4158,6671,616,163,570,670,0,14,0,438,-2000
2024/3/4 8:00,11408,4154,5820,321,163,565,2397,1,6,0,342,-2360
2024/3/4 9:00,11133,4155,3950,286,163,537,4289,1,3,0,-6,-2244
2024/3/4 10:00,10621,4158,2765,276,162,493,6329,2,3,0,-813,-2752
2024/3/4 11:00,10280,4156,2383,289,162,495,7268,2,2,0,-1635,-2840
2024/3/4 12:00,10017,4155,2173,245,162,499,6999,846,3,0,-1649,-2570
2024/3/4 13:00,9970,4156,2337,235,162,498,7069,476,6,0,-1691,-2802
2024/3/4 14:00,9849,4155,2879,251,162,495,5227,377,10,0,-888,-2442
2024/3/4 15:00,9966,4154,3907,259,158,533,2761,0,13,0,95,-1914
2024/3/4 16:00,10289,4157,4788,299,138,565,997,0,15,0,-172,-498
2024/3/4 17:00,10596,4155,6035,481,139,567,206,0,26,0,267,-1280
2024/3/4 18:00,11188,4154,6768,715,138,570,2,0,47,0,374,-1580
2024/3/4 19:00,11052,4150,6907,697,138,568,0,0,68,0,152,-1628
2024/3/4 20:00,10701,4154,7012,621,138,569,0,0,111,0,0,-1904
2024/3/4 21:00,10157,4155,6335,502,138,571,0,0,162,0,0,-1706
2024/3/4 22:00,9605,4154,6001,373,138,568,0,0,195,0,0,-1824
2024/3/4 23:00,9116,4156,5566,316,138,572,0,0,200,0,0,-1832
2024/3/5 0:00,8547,4156,4935,332,138,573,0,0,233,0,0,-1820
2024/3/5 1:00,8535,4153,4704,323,138,569,0,0,244,0,0,-1596
2024/3/5 2:00,8978,4157,5257,393,137,560,0,0,264,0,0,-1790
2024/3/5 3:00,9470,4153,5944,413,136,563,0,0,259,0,0,-1998
2024/3/5 4:00,9664,4154,6151,444,136,563,0,0,216,0,0,-2000
2024/3/5 5:00,9677,4153,5957,474,136,564,0,0,177,0,0,-1784
2024/3/5 6:00,9959,4155,6328,503,136,562,0,0,145,0,0,-1870
2024/3/5 7:00,10512,4153,6915,534,134,558,16,0,130,0,0,-1928
2024/3/5 8:00,11334,4154,7261,608,134,554,125,0,99,0,323,-1924
2024/3/5 9:00,11773,4155,7266,530,133,552,266,0,89,0,598,-1816
2024/3/5 10:00,11662,4156,7277,500,132,552,466,0,61,0,494,-1976
2024/3/5 11:00,11494,4156,7236,455,132,551,558,0,45,0,331,-1970
2024/3/5 12:00,11070,4155,7138,359,131,555,556,0,41,0,89,-1954
2024/3/5 13:00,11358,4155,7266,353,132,550,537,0,37,0,138,-1810
2024/3/5 14:00,11249,4154,7286,366,132,550,428,0,35,0,246,-1948
2024/3/5 15:00,11148,4156,7256,370,132,553,279,0,46,0,180,-1824
2024/3/5 16:00,11302,4156,7399,460,132,556,150,0,91,0,324,-1966
2024/3/5 17:00,11441,4156,7406,596,132,553,42,0,134,0,328,-1906
2024/3/5 18:00,11565,4150,7403,748,131,559,0,0,132,0,240,-1798
2024/3/5 19:00,11329,4153,7304,705,133,558,0,0,140,0,106,-1770
2024/3/5 20:00,10882,4152,7143,590,134,555,0,0,153,0,31,-1876
2024/3/5 21:00,10296,4157,6464,559,136,555,0,0,147,0,0,-1722
2024/3/5 22:00,9667,4153,6044,525,137,557,0,0,135,0,0,-1884
2024/3/5 23:00,9131,4156,5219,483,137,560,0,0,140,0,0,-1564
2024/3/6 0:00,8584,4156,4974,465,137,558,0,0,142,0,0,-1848
2024/3/6 1:00,8477,4155,4846,461,137,559,0,0,183,0,0,-1864
2024/3/6 2:00,8937,4155,5433,460,138,557,0,0,186,0,0,-1992
2024/3/6 3:00,9396,4156,5862,543,138,556,0,0,177,0,0,-2036
2024/3/6 4:00,9583,4156,5799,568,138,555,0,0,189,0,0,-1822
2024/3/6 5:00,9566,4154,5471,580,136,565,0,0,194,0,0,-1534
2024/3/6 6:00,9816,4155,5751,571,119,566,0,0,202,0,180,-1728
2024/3/6 7:00,10358,4155,5951,559,119,566,83,0,201,0,432,-1708
2024/3/6 8:00,10982,4155,5939,485,119,559,545,0,212,0,924,-1956
2024/3/6 9:00,11305,4130,5893,401,119,560,1186,0,211,0,1285,-2480
2024/3/6 10:00,11190,4076,5763,381,119,562,1972,0,207,0,736,-2626
2024/3/6 11:00,11049,4091,5322,350,119,564,3040,0,209,0,16,-2662
2024/3/6 12:00,10590,4119,4927,331,119,567,3256,0,205,0,-392,-2542
2024/3/6 13:00,10708,4140,5137,317,119,564,2967,0,225,0,-193,-2568
2024/3/6 14:00,10452,4153,5046,301,119,564,2747,0,238,0,-192,-2524
2024/3/6 15:00,10355,4158,5125,304,119,565,2547,0,239,0,-564,-2138
2024/3/6 16:00,10617,4154,6023,324,120,570,1564,0,250,0,-454,-1934
2024/3/6 17:00,10768,4150,6275,425,120,567,424,0,252,0,-129,-1316
2024/3/6 18:00,11302,4152,6983,556,120,570,10,0,268,0,130,-1486
2024/3/6 19:00,11293,4153,6874,635,121,565,0,0,263,0,78,-1396
2024/3/6 20:00,10997,4153,6756,652,121,563,0,0,252,0,16,-1516
2024/3/6 21:00,10514,4156,6342,522,121,562,0,0,230,0,1,-1420
2024/3/6 22:00,9948,4155,5828,483,121,563,0,0,202,0,6,-1410
2024/3/6 23:00,9366,4153,5521,405,121,569,0,0,180,0,-3,-1580
2024/3/7 0:00,8812,4155,5042,315,121,568,0,0,158,0,-23,-1524
2024/3/7 1:00,8711,4153,5098,375,121,566,0,0,160,0,-18,-1744
2024/3/7 2:00,9154,4155,5685,380,121,558,0,0,150,0,-7,-1888
2024/3/7 3:00,9701,4153,5997,385,121,563,0,0,142,0,-4,-1656
2024/3/7 4:00,10069,4157,6125,463,121,562,0,0,153,0,0,-1512
2024/3/7 5:00,10348,4154,6010,548,121,566,0,0,112,0,229,-1392
2024/3/7 6:00,10714,4155,6313,689,121,565,6,0,110,0,756,-2000
2024/3/7 7:00,10759,4158,5520,600,121,563,710,0,60,0,753,-1726
2024/3/7 8:00,10770,4155,4432,425,121,551,2772,0,45,0,423,-2154
2024/3/7 9:00,10595,4155,3350,288,121,527,4724,0,39,0,47,-2656
2024/3/7 10:00,10468,4154,2945,273,121,490,5927,317,29,0,-775,-2696
2024/3/7 11:00,10129,4155,2786,262,121,489,6549,897,11,0,-1586,-2658
2024/3/7 12:00,9649,4155,2679,258,121,496,6203,1754,8,0,-1727,-2544
2024/3/7 13:00,9846,4153,3003,257,121,493,5757,1096,12,0,-1486,-2464
2024/3/7 14:00,9876,4156,3219,261,121,491,5066,140,11,0,-977,-2472
2024/3/7 15:00,9774,4156,3569,281,121,506,3950,1,17,0,-510,-2316
2024/3/7 16:00,10081,4155,4497,324,121,545,2287,0,17,0,-493,-1372
2024/3/7 17:00,10431,4151,6257,543,121,560,595,0,24,0,54,-1874
2024/3/7 18:00,11006,4151,6904,605,121,564,12,0,22,0,691,-2062
2024/3/7 19:00,10963,4153,6910,720,121,564,0,0,29,0,520,-2054
2024/3/7 20:00,10676,4155,6706,671,121,562,0,0,41,0,758,-2338
2024/3/7 21:00,10272,4157,6482,538,121,560,0,0,39,0,451,-2076
2024/3/7 22:00,9712,4154,5805,405,121,563,0,0,52,0,134,-1522
2024/3/7 23:00,9215,4155,5518,298,121,570,0,0,85,0,12,-1544
2024/3/8 0:00,8651,4154,4979,354,121,570,0,0,105,0,-4,-1628
2024/3/8 1:00,8576,4153,4837,388,121,570,0,0,127,0,-12,-1608
2024/3/8 2:00,8969,4153,5170,373,121,570,0,0,161,0,91,-1670
2024/3/8 3:00,9527,4154,5493,456,121,566,0,0,219,0,100,-1582
2024/3/8 4:00,9877,4155,5666,487,121,565,0,0,247,0,148,-1512
2024/3/8 5:00,10136,4152,5999,567,121,568,0,0,265,0,116,-1652
2024/3/8 6:00,10507,4156,5973,720,121,567,7,0,253,0,731,-2020
2024/3/8 7:00,10647,4155,5315,601,121,564,758,0,241,0,932,-2040
2024/3/8 8:00,10672,4155,4236,472,121,541,2961,3,113,98,517,-2444
2024/3/8 9:00,10609,4156,3194,321,121,496,5363,7,98,97,-408,-2732
2024/3/8 10:00,10406,4153,2911,271,121,496,6405,656,74,102,-1357,-2668
2024/3/8 11:00,10179,4153,2874,281,121,501,6404,1468,81,113,-1616,-2620
2024/3/8 12:00,9723,4156,2816,253,121,503,5981,2234,91,129,-1676,-2522
2024/3/8 13:00,9842,4152,2942,249,121,500,5905,1855,109,141,-1610,-2526
2024/3/8 14:00,9884,4155,3021,264,121,495,5687,1046,111,150,-1456,-2514
2024/3/8 15:00,10057,4155,3152,272,121,499,5294,144,119,151,-1047,-2508
2024/3/8 16:00,10262,4155,4167,309,121,533,3450,0,273,0,-654,-2092
2024/3/8 17:00,10679,4154,5710,474,121,561,1096,0,291,0,118,-1846
2024/3/8 18:00,11366,4154,6472,755,121,570,23,0,281,0,712,-1720
2024/3/8 19:00,11432,4151,6471,764,121,566,0,0,269,0,700,-1610
2024/3/8 20:00,11198,4150,6075,714,121,566,0,0,257,0,691,-1376
2024/3/8 21:00,10730,4157,5813,546,121,556,0,0,237,0,688,-1388
2024/3/8 22:00,10242,4151,5731,576,121,556,0,0,224,0,519,-1636
2024/3/8 23:00,9684,4155,5700,347,121,560,0,0,221,0,266,-1686
2024/3/9 0:00,9033,4157,5469,295,121,567,0,0,205,0,-9,-1772
2024/3/9 1:00,8935,4155,5508,290,121,566,0,0,203,0,-12,-1896
2024/3/9 2:00,9296,4156,5700,387,121,569,0,0,199,0,46,-1882
2024/3/9 3:00,9795,4156,5898,437,121,568,0,0,190,0,283,-1858
